,region,ISO_3_codes,year,value
8244,Zambia,ZMB,1990,8036849
8245,Zimbabwe,ZWE,1990,10432409
8246,Aruba,ABW,1991,64623
8247,Africa Eastern and Southern,AFE,1991,313394693
8248,Afghanistan,AFG,1991,13299016
8249,Africa Western and Central,AFW,1991,210332267
8250,Angola,AGO,1991,12248901
8251,Albania,ALB,1991,3266790
8252,Andorra,AND,1991,56666
8253,Arab World,ARB,1991,228731671
8254,United Arab Emirates,ARE,1991,1937159
8255,Argentina,ARG,1991,33079002
8256,Armenia,ARM,1991,3505249
8257,American Samoa,ASM,1991,48682
8258,Antigua and Barbuda,ATG,1991,63363
8259,Australia,AUS,1991,17284000
8260,Austria,AUT,1991,7754891
8261,Azerbaijan,AZE,1991,7271300
8262,Burundi,BDI,1991,5564923
8263,Belgium,BEL,1991,10004486
8264,Benin,BEN,1991,5149496
8265,Burkina Faso,BFA,1991,9050086
8266,Bangladesh,BGD,1991,105599125
8267,Bulgaria,BGR,1991,8632367
8268,Bahrain,BHR,1991,509762
8269,"Bahamas, The",BHS,1991,261007
8270,Bosnia and Herzegovina,BIH,1991,4369320
8271,Belarus,BLR,1991,10194050
8272,Belize,BLZ,1991,191136
8273,Bermuda,BMU,1991,59021
8274,Bolivia,BOL,1991,7011456
8275,Brazil,BRA,1991,151648007
8276,Barbados,BRB,1991,261912
8277,Brunei Darussalam,BRN,1991,266208
8278,Bhutan,BTN,1991,534637
8279,Botswana,BWA,1991,1326321
8280,Central African Republic,CAF,1991,2878507
8281,Canada,CAN,1991,28037420
8282,Central Europe and the Baltics,CEB,1991,110469467
8283,Switzerland,CHE,1991,6799978
8284,Channel Islands,CHI,1991,141469
8285,Chile,CHL,1991,13495255
8286,China,CHN,1991,1150780000
8287,Cote d'Ivoire,CIV,1991,12362404
8288,Cameroon,CMR,1991,12137912
8289,"Congo, Dem. Rep.",COD,1991,35908240
8290,"Congo, Rep.",COG,1991,2422312
8291,Colombia,COL,1991,33758328
8292,Comoros,COM,1991,423873
8293,Cabo Verde,CPV,1991,346229
8294,Costa Rica,CRI,1991,3202083
8295,Caribbean small states,CSS,1991,6058334
8296,Cuba,CUB,1991,10673534
8297,Curacao,CUW,1991,144403
8298,Cayman Islands,CYM,1991,26540
8299,Cyprus,CYP,1991,783121
8300,Czechia,CZE,1991,10308578
8301,Germany,DEU,1991,80013896
8302,Djibouti,DJI,1991,606843
8303,Dominica,DMA,1991,70377
8304,Denmark,DNK,1991,5154298
8305,Dominican Republic,DOM,1991,7270413
8306,Algeria,DZA,1991,26400468
8307,East Asia & Pacific (excluding high income),EAP,1991,1629647064
8308,Early-demographic dividend,EAR,1991,2073591177
8309,East Asia & Pacific,EAS,1991,1848265154
8310,Europe & Central Asia (excluding high income),ECA,1991,363436990
8311,Europe & Central Asia,ECS,1991,845399658
8312,Ecuador,ECU,1991,10472476
8313,"Egypt, Arab Rep.",EGY,1991,57424552
8314,Euro area,EMU,1991,312708132
8315,Eritrea,ERI,1991,2266356
8316,Spain,ESP,1991,38966376
8317,Estonia,EST,1991,1561314
8318,Ethiopia,ETH,1991,49609976
8319,European Union,EUU,1991,421730520
8320,Fragile and conflict affected situations,FCS,1991,494469828
8321,Finland,FIN,1991,5013740
8322,Fiji,FJI,1991,735398
8323,France,FRA,1991,58559309
8324,Faroe Islands,FRO,1991,47123
8325,"Micronesia, Fed. Sts.",FSM,1991,98779
8326,Gabon,GAB,1991,975785
8327,United Kingdom,GBR,1991,57424897
8328,Georgia,GEO,1991,4835900
8329,Ghana,GHA,1991,15207360
8330,Gibraltar,GIB,1991,29021
8331,Guinea,GIN,1991,6534936
8332,"Gambia, The",GMB,1991,992671
8333,Guinea-Bissau,GNB,1991,997522
8334,Equatorial Guinea,GNQ,1991,432844
8335,Greece,GRC,1991,10319927
8336,Grenada,GRD,1991,96462
8337,Greenland,GRL,1991,55500
8338,Guatemala,GTM,1991,9296814
8339,Guam,GUM,1991,133553
8340,Guyana,GUY,1991,744477
8341,High income,HIC,1991,1035674907
8342,"Hong Kong SAR, China",HKG,1991,5752000
8343,Honduras,HND,1991,5098594
8344,Heavily indebted poor countries (HIPC),HPC,1991,364782214
8345,Croatia,HRV,1991,4689022
8346,Haiti,HTI,1991,7178611
8347,Hungary,HUN,1991,10373400
8348,IBRD only,IBD,1991,3529273394
8349,IDA & IBRD total,IBT,1991,4385564153
8350,IDA total,IDA,1991,856290759
8351,IDA blend,IDB,1991,286142541
8352,Indonesia,IDN,1991,184591897
8353,IDA only,IDX,1991,570148218
8354,Isle of Man,IMN,1991,70928
8355,India,IND,1991,891273202
8356,Not classified,INX,1991,
8357,Ireland,IRL,1991,3534235
8358,"Iran, Islamic Rep.",IRN,1991,57679025
8359,Iraq,IRQ,1991,17889457
8360,Iceland,ISL,1991,257797
8361,Israel,ISR,1991,4949000
8362,Italy,ITA,1991,56758521
8363,Jamaica,JAM,1991,2439329
8364,Jordan,JOR,1991,3760493
8365,Japan,JPN,1991,123964000
8366,Kazakhstan,KAZ,1991,16451711
8367,Kenya,KEN,1991,24521714
8368,Kyrgyz Republic,KGZ,1991,4463600
8369,Cambodia,KHM,1991,9289298
8370,Kiribati,KIR,1991,73692
8371,St. Kitts and Nevis,KNA,1991,40381
8372,"Korea, Rep.",KOR,1991,43295704
8373,Kuwait,KWT,1991,2031297
8374,Latin America & Caribbean (excluding high income),LAC,1991,404870993
8375,Lao PDR,LAO,1991,4379234
8376,Lebanon,LBN,1991,2921700
8377,Liberia,LBR,1991,2040141
8378,Libya,LBY,1991,4544245
8379,St. Lucia,LCA,1991,140001
8380,Latin America & Caribbean,LCN,1991,449968703
8381,Least developed countries: UN classification,LDC,1991,520111718
8382,Low income,LIC,1991,307903035
8383,Liechtenstein,LIE,1991,29166
8384,Sri Lanka,LKA,1991,17535732
8385,Lower middle income,LMC,1991,2050963637
8386,Low & middle income,LMY,1991,4312368597
8387,Lesotho,LSO,1991,1742534
8388,Late-demographic dividend,LTE,1991,1872533228
8389,Lithuania,LTU,1991,3704134
8390,Luxembourg,LUX,1991,387000
8391,Latvia,LVA,1991,2650581
8392,"Macao SAR, China",MAC,1991,353623
8393,St. Martin (French part),MAF,1991,32441
8394,Morocco,MAR,1991,25260407
8395,Monaco,MCO,1991,29629
8396,Moldova,MDA,1991,2975523
8397,Madagascar,MDG,1991,11942809
8398,Maldives,MDV,1991,229743
8399,Middle East & North Africa,MEA,1991,261046286
8400,Mexico,MEX,1991,85512621
8401,Marshall Islands,MHL,1991,48403
8402,Middle income,MIC,1991,4004465562
8403,North Macedonia,MKD,1991,1993304
8404,Mali,MLI,1991,8635528
8405,Malta,MLT,1991,363845
8406,Myanmar,MMR,1991,41890192
8407,Middle East & North Africa (excluding high income),MNA,1991,232101413
8408,Montenegro,MNE,1991,607105
8409,Mongolia,MNG,1991,2217918
8410,Northern Mariana Islands,MNP,1991,46662
8411,Mozambique,MOZ,1991,13328029
8412,Mauritania,MRT,1991,2087914
8413,Mauritius,MUS,1991,1070266
8414,Malawi,MWI,1991,9600361
8415,Malaysia,MYS,1991,18519941
8416,North America,NAC,1991,281077441
8417,Namibia,NAM,1991,1476399
8418,New Caledonia,NCL,1991,175362
8419,Niger,NER,1991,8288739
8420,Nigeria,NGA,1991,97667632
8421,Nicaragua,NIC,1991,4267570
8422,Netherlands,NLD,1991,15069798
8423,Norway,NOR,1991,4261732
8424,Nepal,NPL,1991,19405506
8425,Nauru,NRU,1991,9766
8426,New Zealand,NZL,1991,3495100
8427,OECD members,OED,1991,1117820520
8428,Oman,OMN,1991,1893761
8429,Other small states,OSS,1991,17813808
8430,Pakistan,PAK,1991,110778655
8431,Panama,PAN,1991,2523115
8432,Peru,PER,1991,22522383
8433,Philippines,PHL,1991,63454785
8434,Palau,PLW,1991,15442
8435,Papua New Guinea,PNG,1991,4725543
8436,Poland,POL,1991,38246193
8437,Pre-demographic dividend,PRE,1991,427398546
8438,Puerto Rico,PRI,1991,3562110
8439,"Korea, Dem. People's Rep.",PRK,1991,20609151
8440,Portugal,PRT,1991,9960235
8441,Paraguay,PRY,1991,4334348
8442,West Bank and Gaza,PSE,1991,2068845
8443,Pacific island small states,PSS,1991,1721236
8444,Post-demographic dividend,PST,1991,970997843
8445,French Polynesia,PYF,1991,203716
8446,Qatar,QAT,1991,487354
8447,Romania,ROU,1991,23001155
8448,Russian Federation,RUS,1991,148394216
8449,Rwanda,RWA,1991,7083928
8450,South Asia,SAS,1991,1158655616
8451,Saudi Arabia,SAU,1991,16772695
8452,Sudan,SDN,1991,20891442
8453,Senegal,SEN,1991,7755503
8454,Singapore,SGP,1991,3135083
8455,Solomon Islands,SLB,1991,320781
8456,Sierra Leone,SLE,1991,4348663
8457,El Salvador,SLV,1991,5342190
8458,San Marino,SMR,1991,24454
8459,Somalia,SOM,1991,7274026
8460,Serbia,SRB,1991,7595636
8461,Sub-Saharan Africa (excluding high income),SSA,1991,523656521
8462,South Sudan,SSD,1991,5420179
8463,Sub-Saharan Africa,SSF,1991,523726960
8464,Small states,SST,1991,25593378
8465,Sao Tome and Principe,STP,1991,121949
8466,Suriname,SUR,1991,413009
8467,Slovak Republic,SVK,1991,5303294
8468,Slovenia,SVN,1991,1999429
8469,Sweden,SWE,1991,8617375
8470,Eswatini,SWZ,1991,845267
8471,Sint Maarten (Dutch part),SXM,1991,29852
8472,Seychelles,SYC,1991,70439
8473,Syrian Arab Republic,SYR,1991,12815400
8474,Turks and Caicos Islands,TCA,1991,12815
8475,Chad,TCD,1991,6157085
8476,East Asia & Pacific (IDA & IBRD countries),TEA,1991,1608998997
8477,Europe & Central Asia (IDA & IBRD countries),TEC,1991,429373360
8478,Togo,TGO,1991,3862998
8479,Thailand,THA,1991,57232471
8480,Tajikistan,TJK,1991,5400636
8481,Turkmenistan,TKM,1991,3789188
8482,Latin America & the Caribbean (IDA & IBRD countries),TLA,1991,434776652
8483,Timor-Leste,TLS,1991,759526
8484,Middle East & North Africa (IDA & IBRD countries),TMN,1991,230032568
8485,Tonga,TON,1991,95243
8486,South Asia (IDA & IBRD),TSA,1991,1158655616
8487,Sub-Saharan Africa (IDA & IBRD countries),TSS,1991,523726960
8488,Trinidad and Tobago,TTO,1991,1229108
8489,Tunisia,TUN,1991,8427851
8490,Turkiye,TUR,1991,54840595
8491,Tuvalu,TUV,1991,9014
8492,Tanzania,TZA,1991,26056605
8493,Uganda,UGA,1991,17953534
8494,Ukraine,UKR,1991,52000500
8495,Upper middle income,UMC,1991,1953501925
8496,Uruguay,URY,1991,3131657
8497,United States,USA,1991,252981000
8498,Uzbekistan,UZB,1991,20952000
8499,St. Vincent and the Grenadines,VCT,1991,107772
8500,"Venezuela, RB",VEN,1991,20096314
8501,British Virgin Islands,VGB,1991,18007
8502,Virgin Islands (U.S.),VIR,1991,104807
8503,Vietnam,VNM,1991,69436956
8504,Vanuatu,VUT,1991,150718
8505,World,WLD,1991,5368139818
8506,Samoa,WSM,1991,164000
8507,Kosovo,XKX,1991,1898000
8508,"Yemen, Rep.",YEM,1991,12302127
8509,South Africa,ZAF,1991,37718952
8510,Zambia,ZMB,1991,8246662
8511,Zimbabwe,ZWE,1991,10681008
8512,Aruba,ABW,1992,68240
8513,Africa Eastern and Southern,AFE,1992,322270073
8514,Afghanistan,AFG,1992,14485543
8515,Africa Western and Central,AFW,1992,215976366
8516,Angola,AGO,1992,12657361
8517,Albania,ALB,1992,3247039
8518,Andorra,AND,1992,58882
8519,Arab World,ARB,1992,232956364
8520,United Arab Emirates,ARE,1992,2052892
8521,Argentina,ARG,1992,33529320
8522,Armenia,ARM,1992,3442820
8523,American Samoa,ASM,1992,49900
8524,Antigua and Barbuda,ATG,1992,64459
8525,Australia,AUS,1992,17495000
8526,Austria,AUT,1992,7840709
8527,Azerbaijan,AZE,1992,7382050
8528,Burundi,BDI,1992,5685569
8529,Belgium,BEL,1992,10045158
8530,Benin,BEN,1992,5331805
8531,Burkina Faso,BFA,1992,9297110
8532,Bangladesh,BGD,1992,107983708
8533,Bulgaria,BGR,1992,8540164
8534,Bahrain,BHR,1992,523082
8535,"Bahamas, The",BHS,1992,266028
8536,Bosnia and Herzegovina,BIH,1992,4233673
8537,Belarus,BLR,1992,10216470
8538,Belize,BLZ,1992,194324
8539,Bermuda,BMU,1992,58595
8540,Bolivia,BOL,1992,7160917
8541,Brazil,BRA,1992,154259382
8542,Barbados,BRB,1992,262890
8543,Brunei Darussalam,BRN,1992,273888
8544,Bhutan,BTN,1992,534525
8545,Botswana,BWA,1992,1363541
8546,Central African Republic,CAF,1992,2959236
8547,Canada,CAN,1992,28371264
8548,Central Europe and the Baltics,CEB,1992,110111454
8549,Switzerland,CHE,1992,6875364
8550,Channel Islands,CHI,1992,142006
8551,Chile,CHL,1992,13719818
8552,China,CHN,1992,1164970000
8553,Cote d'Ivoire,CIV,1992,12812428
8554,Cameroon,CMR,1992,12499499
8555,"Congo, Dem. Rep.",COD,1992,37333917
8556,"Congo, Rep.",COG,1992,2489945
8557,Colombia,COL,1992,34422568
8558,Comoros,COM,1992,436454
8559,Cabo Verde,CPV,1992,355763
8560,Costa Rica,CRI,1992,3286525
8561,Caribbean small states,CSS,1992,6112784
8562,Cuba,CUB,1992,10736386
8563,Curacao,CUW,1992,143912
8564,Cayman Islands,CYM,1992,27784
8565,Cyprus,CYP,1992,800610
8566,Czechia,CZE,1992,10319123
8567,Germany,DEU,1992,80624598
8568,Djibouti,DJI,1992,615050
8569,Dominica,DMA,1992,70546
8570,Denmark,DNK,1992,5171370
8571,Dominican Republic,DOM,1992,7408339
8572,Algeria,DZA,1992,27028330
8573,East Asia & Pacific (excluding high income),EAP,1992,1652544138
8574,Early-demographic dividend,EAR,1992,2117785781
8575,East Asia & Pacific,EAS,1992,1872676768
8576,Europe & Central Asia (excluding high income),ECA,1992,365331816
8577,Europe & Central Asia,ECS,1992,848878429
8578,Ecuador,ECU,1992,10716131
8579,"Egypt, Arab Rep.",EGY,1992,58666812
8580,Euro area,EMU,1992,314162056
8581,Eritrea,ERI,1992,2257593
8582,Spain,ESP,1992,39157685
8583,Estonia,EST,1992,1533091
8584,Ethiopia,ETH,1992,51423591
8585,European Union,EUU,1992,422963890
8586,Fragile and conflict affected situations,FCS,1992,507733564
8587,Finland,FIN,1992,5041992
8588,Fiji,FJI,1992,744470
8589,France,FRA,1992,58851216
8590,Faroe Islands,FRO,1992,46746
8591,"Micronesia, Fed. Sts.",FSM,1992,101386
8592,Gabon,GAB,1992,1002573
8593,United Kingdom,GBR,1992,57580402
8594,Georgia,GEO,1992,4873500
8595,Ghana,GHA,1992,15653345
8596,Gibraltar,GIB,1992,28844
8597,Guinea,GIN,1992,6716032
8598,"Gambia, The",GMB,1992,1027476
8599,Guinea-Bissau,GNB,1992,1020353
8600,Equatorial Guinea,GNQ,1992,447269
8601,Greece,GRC,1992,10399061
8602,Grenada,GRD,1992,97161
8603,Greenland,GRL,1992,55300
8604,Guatemala,GTM,1992,9544055
8605,Guam,GUM,1992,136693
8606,Guyana,GUY,1992,748596
8607,High income,HIC,1992,1041867977
8608,"Hong Kong SAR, China",HKG,1992,5800500
8609,Honduras,HND,1992,5244677
8610,Heavily indebted poor countries (HIPC),HPC,1992,376055877
8611,Croatia,HRV,1992,4575818
8612,Haiti,HTI,1992,7319491
8613,Hungary,HUN,1992,10369341
8614,IBRD only,IBD,1992,3583654056
8615,IDA & IBRD total,IBT,1992,4463428329
8616,IDA total,IDA,1992,879774273
8617,IDA blend,IDB,1992,293874928
8618,Indonesia,IDN,1992,187739786
8619,IDA only,IDX,1992,585899345
8620,Isle of Man,IMN,1992,71262
8621,India,IND,1992,909307018
8622,Not classified,INX,1992,
8623,Ireland,IRL,1992,3558430
8624,"Iran, Islamic Rep.",IRN,1992,58780376
8625,Iraq,IRQ,1992,18402740
8626,Iceland,ISL,1992,261057
8627,Israel,ISR,1992,5123000
8628,Italy,ITA,1992,56797087
8629,Jamaica,JAM,1992,2461047
8630,Jordan,JOR,1992,3977667
8631,Japan,JPN,1992,124425000
8632,Kazakhstan,KAZ,1992,16439095
8633,Kenya,KEN,1992,25326080
8634,Kyrgyz Republic,KGZ,1992,4515400
8635,Cambodia,KHM,1992,9623899
8636,Kiribati,KIR,1992,74767
8637,St. Kitts and Nevis,KNA,1992,40691
8638,"Korea, Rep.",KOR,1992,43747962
8639,Kuwait,KWT,1992,
8640,Latin America & Caribbean (excluding high income),LAC,1992,412137640
8641,Lao PDR,LAO,1992,4500346
8642,Lebanon,LBN,1992,3076133
8643,Liberia,LBR,1992,2001612
8644,Libya,LBY,1992,4650896
8645,St. Lucia,LCA,1992,141758
8646,Latin America & Caribbean,LCN,1992,458041493
8647,Least developed countries: UN classification,LDC,1992,534575828
8648,Low income,LIC,1992,317160375
8649,Liechtenstein,LIE,1992,29552
8650,Sri Lanka,LKA,1992,17736827
8651,Lower middle income,LMC,1992,2094542057
8652,Low & middle income,LMY,1992,4390151296
8653,Lesotho,LSO,1992,1782284
8654,Late-demographic dividend,LTE,1992,1892668417
8655,Lithuania,LTU,1992,3700114
8656,Luxembourg,LUX,1992,392175
8657,Latvia,LVA,1992,2614338
8658,"Macao SAR, China",MAC,1992,362308
8659,St. Martin (French part),MAF,1992,31816
8660,Morocco,MAR,1992,25711410
8661,Monaco,MCO,1992,29859
8662,Moldova,MDA,1992,2977130
8663,Madagascar,MDG,1992,12301338
8664,Maldives,MDV,1992,236271
8665,Middle East & North Africa,MEA,1992,265656639
8666,Mexico,MEX,1992,87075136
8667,Marshall Islands,MHL,1992,49242
8668,Middle income,MIC,1992,4072990921
8669,North Macedonia,MKD,1992,1988659
8670,Mali,MLI,1992,8850334
8671,Malta,MLT,1992,367618
8672,Myanmar,MMR,1992,42401686
8673,Middle East & North Africa (excluding high income),MNA,1992,237828686
8674,Montenegro,MNE,1992,608516
8675,Mongolia,MNG,1992,2243495
8676,Northern Mariana Islands,MNP,1992,46473
8677,Mozambique,MOZ,1992,13805999
8678,Mauritania,MRT,1992,2142645
8679,Mauritius,MUS,1992,1084441
8680,Malawi,MWI,1992,9685974
8681,Malaysia,MYS,1992,19002660
8682,North America,NAC,1992,284943859
8683,Namibia,NAM,1992,1516951
8684,New Caledonia,NCL,1992,179799
8685,Niger,NER,1992,8566773
8686,Nigeria,NGA,1992,100161708
8687,Nicaragua,NIC,1992,4364514
8688,Netherlands,NLD,1992,15184166
8689,Norway,NOR,1992,4286401
8690,Nepal,NPL,1992,19938322
8691,Nauru,NRU,1992,10030
8692,New Zealand,NZL,1992,3531700
8693,OECD members,OED,1992,1128349539
8694,Oman,OMN,1992,1983272
8695,Other small states,OSS,1992,18156582
8696,Pakistan,PAK,1992,113911126
8697,Panama,PAN,1992,2575949
8698,Peru,PER,1992,22966822
8699,Philippines,PHL,1992,65020124
8700,Palau,PLW,1992,15859
8701,Papua New Guinea,PNG,1992,4836216
8702,Poland,POL,1992,38363667
8703,Pre-demographic dividend,PRE,1992,440397744
8704,Puerto Rico,PRI,1992,3585176
8705,"Korea, Dem. People's Rep.",PRK,1992,20937407
8706,Portugal,PRT,1992,9952494
8707,Paraguay,PRY,1992,4445019
8708,West Bank and Gaza,PSE,1992,2163591
8709,Pacific island small states,PSS,1992,1750932
8710,Post-demographic dividend,PST,1992,977879331
8711,French Polynesia,PYF,1992,207238
8712,Qatar,QAT,1992,495403
8713,Romania,ROU,1992,22794284
8714,Russian Federation,RUS,1992,148538197
8715,Rwanda,RWA,1992,6702239
8716,South Asia,SAS,1992,1184133340
8717,Saudi Arabia,SAU,1992,17282686
8718,Sudan,SDN,1992,21696240
8719,Senegal,SEN,1992,7990090
8720,Singapore,SGP,1992,3230698
8721,Solomon Islands,SLB,1992,330004
8722,Sierra Leone,SLE,1992,4347727
8723,El Salvador,SLV,1992,5416327
8724,San Marino,SMR,1992,24830
8725,Somalia,SOM,1992,7295380
8726,Serbia,SRB,1992,7646424
8727,Sub-Saharan Africa (excluding high income),SSA,1992,538175676
8728,South Sudan,SSD,1992,5305449
8729,Sub-Saharan Africa,SSF,1992,538246439
8730,Small states,SST,1992,26020298
8731,Sao Tome and Principe,STP,1992,124574
8732,Suriname,SUR,1992,420658
8733,Slovak Republic,SVK,1992,5305016
8734,Slovenia,SVN,1992,1996498
8735,Sweden,SWE,1992,8668067
8736,Eswatini,SWZ,1992,866995
8737,Sint Maarten (Dutch part),SXM,1992,30458
8738,Seychelles,SYC,1992,70763
8739,Syrian Arab Republic,SYR,1992,13187669
8740,Turks and Caicos Islands,TCA,1992,13639
8741,Chad,TCD,1992,6356741
8742,East Asia & Pacific (IDA & IBRD countries),TEA,1992,1631566861
8743,Europe & Central Asia (IDA & IBRD countries),TEC,1992,431065585
8744,Togo,TGO,1992,3945902
8745,Thailand,THA,1992,57811025
8746,Tajikistan,TJK,1992,5502490
8747,Turkmenistan,TKM,1992,3899843
8748,Latin America & the Caribbean (IDA & IBRD countries),TLA,1992,442751009
8749,Timor-Leste,TLS,1992,783204
8750,Middle East & North Africa (IDA & IBRD countries),TMN,1992,235665095
8751,Tonga,TON,1992,95398
8752,South Asia (IDA & IBRD),TSA,1992,1184133340
8753,Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,538246439
8754,Trinidad and Tobago,TTO,1992,1236685
8755,Tunisia,TUN,1992,8613855
8756,Turkiye,TUR,1992,55748946
8757,Tuvalu,TUV,1992,9110
8758,Tanzania,TZA,1992,26961204
8759,Uganda,UGA,1992,18561668
8760,Ukraine,UKR,1992,52150400
8761,Upper middle income,UMC,1992,1978448864
8762,Uruguay,URY,1992,3154459
8763,United States,USA,1992,256514000
8764,Uzbekistan,UZB,1992,21449000
8765,St. Vincent and the Grenadines,VCT,1992,107941
8766,"Venezuela, RB",VEN,1992,20557694
8767,British Virgin Islands,VGB,1992,18443
8768,Virgin Islands (U.S.),VIR,1992,105712
8769,Vietnam,VNM,1992,70883488
8770,Vanuatu,VUT,1992,155176
8771,World,WLD,1992,5452576967
8772,Samoa,WSM,1992,165490
8773,Kosovo,XKX,1992,1932000
8774,"Yemen, Rep.",YEM,1992,12954157
8775,South Africa,ZAF,1992,38672611
8776,Zambia,ZMB,1992,8451346
8777,Zimbabwe,ZWE,1992,10900511
8778,Aruba,ABW,1993,72495
8779,Africa Eastern and Southern,AFE,1993,331265579
8780,Afghanistan,AFG,1993,15816601
8781,Africa Western and Central,AFW,1993,221754806
8782,Angola,AGO,1993,13075044
8783,Albania,ALB,1993,3227287
8784,Andorra,AND,1993,60974
8785,Arab World,ARB,1993,239243294
8786,United Arab Emirates,ARE,1993,2173135
8787,Argentina,ARG,1993,33970103
8788,Armenia,ARM,1993,3363111
8789,American Samoa,ASM,1993,51025
8790,Antigua and Barbuda,ATG,1993,65777
8791,Australia,AUS,1993,17667000
8792,Austria,AUT,1993,7905633
8793,Azerbaijan,AZE,1993,7494800
8794,Burundi,BDI,1993,5798054
8795,Belgium,BEL,1993,10084475
8796,Benin,BEN,1993,5521761
8797,Burkina Faso,BFA,1993,9552473
8798,Bangladesh,BGD,1993,110350641
8799,Bulgaria,BGR,1993,8472313
8800,Bahrain,BHR,1993,536212
8801,"Bahamas, The",BHS,1993,271065
8802,Bosnia and Herzegovina,BIH,1993,4078940
8803,Belarus,BLR,1993,10239050
8804,Belize,BLZ,1993,197625
8805,Bermuda,BMU,1993,58910
8806,Bolivia,BOL,1993,7312857
8807,Brazil,BRA,1993,156849086
8808,Barbados,BRB,1993,263869
8809,Brunei Darussalam,BRN,1993,281684
8810,Bhutan,BTN,1993,532590
8811,Botswana,BWA,1993,1399110
8812,Central African Republic,CAF,1993,3046148
8813,Canada,CAN,1993,28684764
8814,Central Europe and the Baltics,CEB,1993,110041924
8815,Switzerland,CHE,1993,6938265
8816,Channel Islands,CHI,1993,142407
8817,Chile,CHL,1993,13944934
8818,China,CHN,1993,1178440000
8819,Cote d'Ivoire,CIV,1993,13271638
8820,Cameroon,CMR,1993,12864091
8821,"Congo, Dem. Rep.",COD,1993,38815835
8822,"Congo, Rep.",COG,1993,2559880
8823,Colombia,COL,1993,35091272
8824,Comoros,COM,1993,449270
8825,Cabo Verde,CPV,1993,366057
8826,Costa Rica,CRI,1993,3372298
8827,Caribbean small states,CSS,1993,6170324
8828,Cuba,CUB,1993,10789312
8829,Curacao,CUW,1993,144299
8830,Cayman Islands,CYM,1993,29068
8831,Cyprus,CYP,1993,818750
8832,Czechia,CZE,1993,10329855
8833,Germany,DEU,1993,81156363
8834,Djibouti,DJI,1993,618504
8835,Dominica,DMA,1993,70818
8836,Denmark,DNK,1993,5188628
8837,Dominican Republic,DOM,1993,7546467
8838,Algeria,DZA,1993,27635517
8839,East Asia & Pacific (excluding high income),EAP,1993,1674596506
8840,Early-demographic dividend,EAR,1993,2161761687
8841,East Asia & Pacific,EAS,1993,1896190507
8842,Europe & Central Asia (excluding high income),ECA,1993,366753479
8843,Europe & Central Asia,ECS,1993,851973886
8844,Ecuador,ECU,1993,10961460
8845,"Egypt, Arab Rep.",EGY,1993,59880656
8846,Euro area,EMU,1993,315449093
8847,Eritrea,ERI,1993,2238631
8848,Spain,ESP,1993,39361262
8849,Estonia,EST,1993,1494128
8850,Ethiopia,ETH,1993,53295556
8851,European Union,EUU,1993,424341124
8852,Fragile and conflict affected situations,FCS,1993,521373546
8853,Finland,FIN,1993,5066447
8854,Fiji,FJI,1993,754962
8855,France,FRA,1993,59106758
8856,Faroe Islands,FRO,1993,46277
8857,"Micronesia, Fed. Sts.",FSM,1993,103901
8858,Gabon,GAB,1993,1029769
8859,United Kingdom,GBR,1993,57718614
8860,Georgia,GEO,1993,4911100
8861,Ghana,GHA,1993,16106756
8862,Gibraltar,GIB,1993,28680
8863,Guinea,GIN,1993,6897171
8864,"Gambia, The",GMB,1993,1060861
8865,Guinea-Bissau,GNB,1993,1043421
8866,Equatorial Guinea,GNQ,1993,462637
8867,Greece,GRC,1993,10460415
8868,Grenada,GRD,1993,98234
8869,Greenland,GRL,1993,55200
8870,Guatemala,GTM,1993,9790619
8871,Guam,GUM,1993,139813
8872,Guyana,GUY,1993,754141
8873,High income,HIC,1993,1049927786
8874,"Hong Kong SAR, China",HKG,1993,5901000
8875,Honduras,HND,1993,5394416
8876,Heavily indebted poor countries (HIPC),HPC,1993,387705086
8877,Croatia,HRV,1993,4600463
8878,Haiti,HTI,1993,7460684
8879,Hungary,HUN,1993,10357523
8880,IBRD only,IBD,1993,3636953514
8881,IDA & IBRD total,IBT,1993,4540599237
8882,IDA total,IDA,1993,903645723
8883,IDA blend,IDB,1993,301679823
8884,Indonesia,IDN,1993,190851184
8885,IDA only,IDX,1993,601965900
8886,Isle of Man,IMN,1993,71431
8887,India,IND,1993,927403866
8888,Not classified,INX,1993,
8889,Ireland,IRL,1993,3576261
8890,"Iran, Islamic Rep.",IRN,1993,59723761
8891,Iraq,IRQ,1993,18955087
8892,Iceland,ISL,1993,263725
8893,Israel,ISR,1993,5261000
8894,Italy,ITA,1993,56831821
8895,Jamaica,JAM,1993,2484583
8896,Jordan,JOR,1993,4201559
8897,Japan,JPN,1993,124829000
8898,Kazakhstan,KAZ,1993,16380672
8899,Kenya,KEN,1993,26136217
8900,Kyrgyz Republic,KGZ,1993,4516700
8901,Cambodia,KHM,1993,9970727
8902,Kiribati,KIR,1993,75711
8903,St. Kitts and Nevis,KNA,1993,41141
8904,"Korea, Rep.",KOR,1993,44194628
8905,Kuwait,KWT,1993,
8906,Latin America & Caribbean (excluding high income),LAC,1993,419365508
8907,Lao PDR,LAO,1993,4619946
8908,Lebanon,LBN,1993,3246129
8909,Liberia,LBR,1993,1976701
8910,Libya,LBY,1993,4755134
8911,St. Lucia,LCA,1993,143402
8912,Latin America & Caribbean,LCN,1993,466082322
8913,Least developed countries: UN classification,LDC,1993,549399532
